stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,asw_node_id,asw_stop_id
U3148Z2,"Nymburk,Drahelice,Odbočka Hřbitov",50.179977,15.024317,"5",,0,,2,,B,3148,2
U3149Z1,"Nymburk,Drahelice,Mlýn Bašta",50.173771,15.005341,"5",,0,,2,,A,3149,1
U3149Z2,"Nymburk,Drahelice,Mlýn Bašta",50.173893,15.005591,"5",,0,,2,,A,3149,2
U3150Z1,"Nymburk,Drahelice,Přívoz",50.174103,15.008695,"5",,0,,2,,A,3150,1
U3150Z2,"Nymburk,Drahelice,Přívoz",50.174198,15.008552,"5",,0,,2,,B,3150,2
U3151Z1,"Nymburk,Drahelice,Odbočka Kostomlátky",50.177284,15.014471,"5",,0,,2,,A,3151,1
U3151Z2,"Nymburk,Drahelice,Odbočka Kostomlátky",50.177296,15.014264,"5",,0,,2,,B,3151,2
U3152Z1,"Ostrá",50.182720,14.885868,"4",,0,,2,,A,3152,1
U3152Z2,"Ostrá",50.182819,14.886615,"4",,0,,2,,B,3152,2
U3153Z1,"Ostrá,kino",50.180576,14.893597,"4",,0,,2,,A,3153,1
U3153Z2,"Ostrá,kino",50.180683,14.893521,"4",,0,,2,,A,3153,2
U3154Z1,"Ostrá,náves",50.180946,14.892822,"4",,0,,2,,A,3154,1
U3155Z1,"Ostrá,obora",50.183308,14.877289,"4",,0,,2,,A,3155,1
U3155Z2,"Ostrá,obora",50.183422,14.877279,"4",,0,,2,,B,3155,2
U3156Z1,"Ostrá,Šnepov",50.180130,14.923785,"4",,0,,2,,A,3156,1
U3157Z1,"Ostrá,Šnepov,odb.",50.183315,14.910420,"4",,0,,2,,A,3157,1
U3157Z2,"Ostrá,Šnepov,odb.",50.183331,14.909801,"4",,0,,2,,B,3157,2
U3159Z1,"Poděbrady,Polabec",50.142998,15.102583,"6",,0,,2,,A,3159,1
U3159Z2,"Poděbrady,Polabec",50.143459,15.102734,"6",,0,,2,,B,3159,2
U3160Z1,"Poděbrady,Přední Lhota,Hájovna",50.137539,15.095800,"6",,0,,2,,A,3160,1
U3160Z2,"Poděbrady,Přední Lhota,Hájovna",50.136578,15.095836,"6",,0,,2,,B,3160,2
U3160Z3,"Poděbrady,Přední Lhota,Hájovna",50.136837,15.097239,"6",,0,,2,,C,3160,3
U3160Z4,"Poděbrady,Přední Lhota,Hájovna",50.137104,15.097156,"6",,0,,2,,D,3160,4
U3161Z1,"Hvožďany,Vacíkov,Na Dědku",49.566311,13.804614,"9",,0,,0,,1,3161,1
U3161Z2,"Hvožďany,Vacíkov,Na Dědku",49.566429,13.804815,"9",,0,,0,,2,3161,2
U3163Z1,"Hvožďany,Roželov,Na Sedlečku",49.555046,13.795584,"9",,0,,0,,1,3163,1
U3163Z2,"Hvožďany,Roželov,Na Sedlečku",49.555084,13.795794,"9",,0,,0,,2,3163,2
U3164Z1,"Nymburk,Jednota Habeš",50.189411,15.056020,"5",,0,,2,,A,3164,1
U3164Z2,"Nymburk,Jednota Habeš",50.189545,15.055886,"5",,0,,2,,B,3164,2
U3165Z1,"Seletice",50.323536,15.094114,"7",,0,,2,,A,3165,1
U3165Z2,"Seletice",50.323513,15.094010,"7",,0,,2,,B,3165,2
U3166Z1,"Smilovice",50.308754,14.960369,"6",,0,,0,,A,3166,1
U3166Z2,"Smilovice",50.308746,14.960655,"6",,0,,0,,B,3166,2
U3167Z1,"Smilovice,Bratronice",50.299675,14.956758,"6",,0,,2,,A,3167,1
U3167Z2,"Smilovice,Bratronice",50.299770,14.956519,"6",,0,,2,,B,3167,2
U3168Z1,"Smilovice,Újezd",50.309361,14.952387,"6",,0,,2,,A,3168,1
U3168Z2,"Smilovice,Újezd",50.308315,14.953315,"6",,0,,2,,B,3168,2
U3169Z1,"Smilovice,Rejšice",50.317738,14.972444,"6",,0,,0,,A,3169,1
U3169Z2,"Smilovice,Rejšice",50.317772,14.972580,"6",,0,,0,,B,3169,2
U3171Z1,"Straky,ZD",50.230370,14.961195,"4",,0,,2,,A,3171,1
U3171Z2,"Straky,ZD",50.230293,14.961139,"4",,0,,2,,B,3171,2
U3172Z1,"Stratov",50.192238,14.907639,"4",,0,,2,,A,3172,1
U3172Z2,"Stratov",50.192196,14.907475,"4",,0,,2,,B,3172,2
U3173Z1,"Vlkava,kulturní dům",50.270412,14.962613,"5",,0,,2,,A,3173,1
U3173Z2,"Vlkava,kulturní dům",50.270454,14.962139,"5",,0,,2,,B,3173,2
U3174Z1,"Vlkava,náves",50.271633,14.961384,"5",,0,,2,,A,3174,1
U3174Z2,"Vlkava,náves",50.271511,14.961112,"5",,0,,2,,B,3174,2
U3175Z1,"Vlkava,Bor",50.285458,14.955942,"5",,0,,2,,A,3175,1
U3175Z2,"Vlkava,Bor",50.285286,14.955674,"5",,0,,2,,B,3175,2
U3176Z1,"Vrbová Lhota",50.112938,15.063179,"5,6",,0,,2,,A,3176,1
U3176Z2,"Vrbová Lhota",50.112892,15.063043,"5,6",,0,,2,,B,3176,2
U3177Z1,"Všechlapy",50.220398,15.028952,"5",,0,,2,,A,3177,1
U3177Z2,"Všechlapy",50.220844,15.028542,"5",,0,,2,,B,3177,2
U3178Z1,"Všejany",50.255222,14.952645,"5",,0,,2,,A,3178,1
U3178Z2,"Všejany",50.255116,14.952646,"5",,0,,2,,B,3178,2
U3179Z1,"Všejany,Vanovice",50.258530,14.949486,"5",,0,,2,,A,3179,1
U3179Z2,"Všejany,Vanovice",50.258804,14.949494,"5",,0,,2,,B,3179,2
U3181Z1,"Kladno,Tylova",50.141865,14.080626,"3",,0,,2,,A,3181,1
U3182Z1,"Kladno,kolonie",50.167355,14.165874,"3",,0,,2,,A,3182,1
U3182Z2,"Kladno,kolonie",50.167397,14.165355,"3",,0,,2,,B,3182,2
U3183Z1,"Kladno,Dvorská",50.165417,14.170748,"3",,0,,2,,A,3183,1
U3184Z1,"Kladno,Dubská",50.157063,14.130082,"3",,0,,2,,A,3184,1
U3184Z2,"Kladno,Dubská",50.156315,14.127952,"3",,0,,2,,B,3184,2
U3185Z1,"Kladno,Újezd",50.152576,14.123517,"3",,0,,2,,A,3185,1
U3185Z2,"Kladno,Újezd",50.152359,14.122718,"3",,0,,2,,B,3185,2
U3185Z3,"Kladno,Újezd",50.152462,14.123654,"3",,0,,2,,C,3185,3
U3186Z1,"Kladno,Pod Zámkem",50.150108,14.106437,"3",,0,,2,,A,3186,1
U3186Z2,"Kladno,Pod Zámkem",50.150093,14.105351,"3",,0,,2,,B,3186,2
U3188Z1,"Kladno,tržnice",50.133377,14.121481,"3",,0,,2,,A,3188,1
U3189Z1,"Kladno,Vrbenského",50.145752,14.105120,"3",,0,,2,,A,3189,1
U3190Z1,"Kladno,nám.Starosty Pavla",50.147770,14.102965,"3",,0,,2,,A,3190,1
U3190Z2,"Kladno,nám.Starosty Pavla",50.146637,14.102644,"3",,0,,2,,B,3190,2
U3191Z1,"Kladno,Zádušní",50.146957,14.099936,"3",,0,,2,,A,3191,1
U3192Z1,"Kladno,u Tesca",50.125732,14.118037,"3",,0,,2,,A,3192,1
U3192Z2,"Kladno,u Tesca",50.126930,14.116500,"3",,0,,2,,B,3192,2
U3193Z1,"Kladno,Okrsek 2",50.129986,14.119863,"3",,0,,2,,A,3193,1
U3193Z2,"Kladno,Okrsek 2",50.130489,14.120064,"3",,0,,2,,B,3193,2
U3194Z1,"Kladno,Holandská",50.128529,14.118866,"3",,0,,2,,A,3194,1
U3194Z2,"Kladno,Holandská",50.128597,14.119358,"3",,0,,2,,B,3194,2
U3195Z1,"Kladno,Na Kovárně",50.132980,14.111326,"3",,0,,2,,A,3195,1
U3195Z2,"Kladno,Na Kovárně",50.131165,14.110805,"3",,0,,2,,A,3195,2
U3196Z1,"Kladno,Svépomoc",50.136162,14.112507,"3",,0,,2,,A,3196,1
U3196Z2,"Kladno,Svépomoc",50.135925,14.112122,"3",,0,,2,,B,3196,2
U3197Z1,"Kladno,U Meisnerů",50.139751,14.116615,"3",,0,,2,,A,3197,1
U3197Z2,"Kladno,U Meisnerů",50.139748,14.116453,"3",,0,,2,,B,3197,2
U3198Z1,"Kladno,Dlouhá",50.140713,14.112412,"3",,0,,2,,A,3198,1
U3198Z2,"Kladno,Dlouhá",50.140324,14.111962,"3",,0,,2,,B,3198,2
U3199Z1,"Kladno,J.Hory",50.142086,14.106641,"3",,0,,2,,A,3199,1
U3199Z2,"Kladno,J.Hory",50.141811,14.106588,"3",,0,,2,,B,3199,2
U3200Z1,"Kladno,Stadion Fr.Kloze",50.138229,14.089916,"3",,0,,2,,A,3200,1
U3200Z2,"Kladno,Stadion Fr.Kloze",50.138622,14.090405,"3",,0,,2,,B,3200,2
U3201Z1P,"Novochuchelská",50.009129,14.384728,"P",,0,,0,,A,3201,1
U3201Z2P,"Novochuchelská",50.009041,14.384883,"P",,0,,0,,B,3201,2
U3202Z1P,"Mrkosova",50.007359,14.381013,"P",,0,,0,,A,3202,1
U3202Z2P,"Mrkosova",50.007061,14.380765,"P",,0,,0,,B,3202,2
U3203Z1P,"Na Hvězdárně",50.005104,14.375015,"P",,0,,0,,A,3203,1
U3203Z2P,"Na Hvězdárně",50.004890,14.375410,"P",,0,,0,,B,3203,2
U3205Z2P,"Novoborská",50.126282,14.498530,"P",,0,,0,,B,3205,2
U3206Z1,"Chýně,Žitná",50.059677,14.243774,"1",,0,,0,,A,3206,1
U3206Z2,"Chýně,Žitná",50.059753,14.243089,"1",,0,,0,,B,3206,2
U3208Z1,"Svinařov",50.181297,14.049706,"4",,0,,2,,A,3208,1
U3208Z2,"Svinařov",50.181210,14.049935,"4",,0,,2,,B,3208,2
U3209Z1P,"Návětrná",50.022942,14.358597,"P",,0,,0,,A,3209,1
U3209Z1,"Návětrná",50.022942,14.358597,"0",,0,,0,,A,3209,1
U3210Z1P,"Sklenářka",50.120358,14.403425,"P",,0,,0,,A,3210,1
U3210Z2P,"Sklenářka",50.120251,14.403469,"P",,0,,0,,B,3210,2
U3211Z1P,"U Trezorky",50.055740,14.375517,"P",,0,,0,,A,3211,1
U3211Z2P,"U Trezorky",50.055946,14.375053,"P",,0,,0,,B,3211,2
U3211Z3P,"U Trezorky",50.055637,14.377725,"P",,0,,0,,C,3211,3
U3212Z1P,"Nádraží Čakovice",50.149830,14.520391,"P",,0,,0,,A,3212,1
U3212Z2P,"Nádraží Čakovice",50.150803,14.520283,"P",,0,,0,,B,3212,2
U3213Z1P,"Ve Smečkách",50.077328,14.426061,"P",,0,,0,,A,3213,1
U3214Z1P,"Matějská",50.114979,14.384003,"P",,0,,2,,A,3214,1
U3214Z2P,"Matějská",50.114971,14.383891,"P",,0,,2,,B,3214,2
U3215Z1P,"Sídliště Baba",50.115913,14.386941,"P",,0,,0,,A,3215,1
U3216Z1P,"Radnice Praha 6",50.100487,14.400975,"P",,0,,0,,A,3216,1
U3216Z2P,"Radnice Praha 6",50.100475,14.402246,"P",,0,,0,,B,3216,2
U3217Z1P,"Studentský dům",50.105865,14.389920,"P",,0,,0,,A,3217,1
U3217Z2P,"Studentský dům",50.105930,14.390101,"P",,0,,0,,B,3217,2
U3218Z1P,"Národní technická knihovna",50.103489,14.390902,"P",,0,,0,,A,3218,1
U3218Z2P,"Národní technická knihovna",50.102940,14.390321,"P",,0,,0,,B,3218,2
U3220Z1P,"Kolová",49.978275,14.349878,"P",,0,,0,,A,3220,1
U3221Z1P,"Viničky",49.979256,14.347850,"P",,0,,0,,A,3221,1
U3222Z1P,"Příbramská",49.977764,14.346404,"P",,0,,0,,A,3222,1
U3223Z1P,"Dehtínská",49.976650,14.344786,"P",,0,,0,,A,3223,1
U3224Z1P,"Vojetická",49.976498,14.348143,"P",,0,,0,,A,3224,1
U3225Z1P,"Zdická",49.977566,14.350593,"P",,0,,0,,A,3225,1
U3225Z1,"Zdická",49.977566,14.350593,"B",,0,,0,,A,3225,1
U3227Z1P,"Nad Konvářkou",50.053806,14.399126,"P",,0,,0,,A,3227,1
U3228Z1P,"Kutvirtova",50.057270,14.392771,"P",,0,,0,,A,3228,1
U3228Z2P,"Kutvirtova",50.057308,14.392952,"P",,0,,0,,B,3228,2
U3229Z1P,"Nad Laurovou",50.062332,14.396185,"P",,0,,0,,A,3229,1
U3229Z2P,"Nad Laurovou",50.062439,14.395569,"P",,0,,0,,B,3229,2
U3230Z1P,"Štorkánova",50.061661,14.393400,"P",,0,,0,,A,3230,1
U3230Z2P,"Štorkánova",50.061665,14.391948,"P",,0,,0,,B,3230,2
U3231Z1P,"Smíchovský hřbitov",50.062065,14.389442,"P",,0,,0,,A,3231,1
U3231Z2P,"Smíchovský hřbitov",50.062225,14.389552,"P",,0,,0,,B,3231,2
U3232Z1P,"Mrázovka",50.068329,14.392548,"P",,0,,0,,A,3232,1
U3232Z2P,"Mrázovka",50.068501,14.392489,"P",,0,,0,,B,3232,2
U3233Z1P,"Černý vrch",50.068283,14.387282,"P",,0,,0,,A,3233,1
U3233Z2P,"Černý vrch",50.068348,14.387506,"P",,0,,0,,B,3233,2
U3234Z1P,"U Blaženky",50.067928,14.384912,"P",,0,,0,,A,3234,1
U3235Z2P,"Květinková",50.090279,14.489097,"P",,0,,0,,B,3235,2
U3236Z1P,"Nové Komořany",49.992352,14.419430,"P",,0,,0,,A,3236,1
U3236Z2P,"Nové Komořany",49.992538,14.419928,"P",,0,,0,,B,3236,2
U3237Z1P,"Jizbická",50.110165,14.622797,"P",,0,,0,,A,3237,1
U3238Z1P,"Nad Dívčími hrady",50.054626,14.397960,"P",,0,,0,,A,3238,1
U3239Z1P,"Dvořákova",50.145260,14.437531,"P",,0,,0,,A,3239,1
U3239Z2P,"Dvořákova",50.145348,14.437040,"P",,0,,0,,B,3239,2
U3240Z3P,"Kardausova",50.066578,14.553080,"P",,0,,0,,C,3240,3
U3241Z1P,"Nový Zličín",50.055668,14.283341,"P",,0,,0,,A,3241,1
U3242Z1P,"Na Fabiánce",50.161343,14.483595,"P",,0,,0,,A,3242,1
U3242Z1,"Na Fabiánce",50.161343,14.483595,"B",,0,,0,,A,3242,1
U3242Z2P,"Na Fabiánce",50.160873,14.483460,"P",,0,,0,,B,3242,2
U3242Z2,"Na Fabiánce",50.160873,14.483460,"B",,0,,0,,B,3242,2
U3243Z1P,"K Juliáně",50.117847,14.301021,"P",,0,,0,,A,3243,1
U3243Z1,"K Juliáně",50.117847,14.301021,"B",,0,,0,,A,3243,1
U3243Z2P,"K Juliáně",50.117725,14.301281,"P",,0,,0,,B,3243,2
U3243Z2,"K Juliáně",50.117725,14.301281,"B",,0,,0,,B,3243,2
U3245Z1P,"Dopravní hřiště Vypich",50.081692,14.343870,"P",,0,,0,,A,3245,1
U3245Z2P,"Dopravní hřiště Vypich",50.081749,14.343953,"P",,0,,0,,B,3245,2
U3246Z1,"Tuchoměřice,Ke Kopanině",50.126255,14.273549,"1",,0,,0,,A,3246,1
U3246Z2,"Tuchoměřice,Ke Kopanině",50.126202,14.273453,"1",,0,,2,,B,3246,2
U3249Z1P,"Valdštejnské náměstí",50.090294,14.405112,"P",,0,,0,,A,3249,1
U3250Z1,"Křenice,K Sibřině",50.040833,14.667355,"1",,0,,0,,A,3250,1
U3250Z2,"Křenice,K Sibřině",50.040653,14.667147,"1",,0,,0,,B,3250,2
U3251Z1,"Mnichovo Hradiště,Haškov",50.511238,14.970672,"9",,0,,0,,A,3251,1
U3251Z2,"Mnichovo Hradiště,Haškov",50.509514,14.969538,"9",,0,,0,,B,3251,2
U3252Z1,"Mnichovo Hradiště,u nadjezdu",50.513721,14.971936,"9",,0,,0,,A,3252,1
U3252Z2,"Mnichovo Hradiště,u nadjezdu",50.513550,14.971650,"9",,0,,0,,B,3252,2
U3253Z1,"Mnichovo Hradiště,nám.",50.522423,14.974295,"9",,0,,0,,A,3253,1
U3253Z2,"Mnichovo Hradiště,nám.",50.522373,14.975032,"9",,0,,0,,B,3253,2
U3254Z1,"Mnichovo Hradiště,zdrav.stř.",50.520218,14.973403,"9",,0,,0,,A,3254,1
U3254Z2,"Mnichovo Hradiště,zdrav.stř.",50.520039,14.973208,"9",,0,,0,,B,3254,2
U3256Z1,"Mladá Boleslav,nám.Republiky",50.411053,14.917231,"7",,0,,0,,A,3256,1
U3256Z2,"Mladá Boleslav,nám.Republiky",50.411201,14.916437,"7",,0,,0,,B,3256,2
U3257Z1,"Brandýs n.L.-St.Bol.,Školní",50.197720,14.679258,"3",,0,,2,,D,3257,1
U3257Z2,"Brandýs n.L.-St.Bol.,Školní",50.196980,14.677979,"3",,0,,0,,E,3257,2
U3258Z1,"Písková Lhota,hl.sil.",50.375568,14.886557,"6",,0,,0,,A,3258,1
U3258Z2,"Písková Lhota,hl.sil.",50.375381,14.886605,"6",,0,,0,,B,3258,2
U3259Z1,"Roztoky,Višňová",50.018738,13.854266,"6",,0,,0,,A,3259,1
U3259Z2,"Roztoky,Višňová",50.018650,13.854456,"6",,0,,0,,B,3259,2
U3260Z1,"Hvožďany,Roželov",49.549194,13.794901,"9",,0,,0,,1,3260,1
U3260Z2,"Hvožďany,Roželov",49.549259,13.795130,"9",,0,,0,,2,3260,2
U3261Z1,"Tuřice",50.249268,14.771558,"4",,0,,0,,A,3261,1
U3261Z2,"Tuřice",50.249096,14.770799,"4",,0,,0,,B,3261,2
U3262Z2,"Předměřice n.Jiz.,u kostela",50.255508,14.782921,"4",,0,,0,,B,3262,2
U3262Z3,"Předměřice n.Jiz.,u kostela",50.256092,14.781139,"4",,0,,0,,3,3262,3
U3262Z5,"Předměřice n.Jiz.",50.254356,14.780170,"4",,0,,0,,E,3262,5
U3262Z6,"Předměřice n.Jiz.",50.253815,14.779530,"4",,0,,0,,F,3262,6
U3263Z1,"Kochánky,Okrouhlík",50.266869,14.802756,"4",,0,,0,,A,3263,1
U3263Z2,"Kochánky,Okrouhlík",50.266689,14.804440,"4",,0,,0,,B,3263,2
U3264Z1,"Brodce,škola",50.333496,14.867913,"6",,0,,0,,A,3264,1
U3264Z2,"Brodce,škola",50.333488,14.868108,"6",,0,,0,,B,3264,2
U3265Z1,"Strašnov,u dálnice",50.345261,14.870767,"6",,0,,0,,A,3265,1
U3265Z2,"Strašnov,u dálnice",50.345089,14.871017,"6",,0,,0,,B,3265,2
U3267Z1,"Lužec n.Vlt.",50.321648,14.399249,"5",,0,,2,,A,3267,1
U3267Z2,"Lužec n.Vlt.",50.321400,14.400966,"5",,0,,2,,B,3267,2
U3268Z1,"Stašov",49.883907,13.957005,"5",,0,,0,,A,3268,1
U3268Z2,"Stašov",49.883896,13.956685,"5",,0,,0,,B,3268,2
U3270Z1,"Hořovice,žel.st.",49.842522,13.898614,"6",,0,,0,,A,3270,1
U3270Z2,"Hořovice,žel.st.",49.842735,13.899082,"6",,0,,0,,B,3270,2
U3270Z3,"Hořovice,žel.st.",49.842819,13.899372,"6",,0,,0,,C,3270,3
U3271Z1,"Hýskov,Prefa",49.987854,14.048648,"4",,0,,0,,A,3271,1
U3271Z2,"Hýskov,Prefa",49.987606,14.049248,"4",,0,,0,,B,3271,2
U3272Z1,"Nižbor,odb.žel.st.",50.002327,14.003209,"4",,0,,0,,A,3272,1
U3272Z2,"Nižbor,odb.žel.st.",50.002796,14.002586,"4",,0,,0,,B,3272,2
U3273Z1,"Nižbor,Žloukovice",50.014137,13.956699,"4",,0,,0,,A,3273,1
U3275Z1,"Zbečno,Žel.st.",50.036503,13.919057,"5",,0,,2,,A,3275,1
U3278Z1,"Křivoklát,žel.zast.",50.036747,13.870579,"6",,0,,2,,A,3278,1
U3278Z2,"Křivoklát,žel.zast.",50.037937,13.870544,"6",,0,,2,,B,3278,2
U3278Z3,"Křivoklát,žel.zast.",50.036858,13.870502,"6",,0,,2,,C,3278,3
U3279Z1,"Městečko",50.050911,13.863131,"6",,0,,2,,A,3279,1
U3279Z2,"Městečko",50.050838,13.863109,"6",,0,,2,,B,3279,2
U3284Z1,"Jince,Rejkovice,žel.st.",49.808342,13.969147,"6",,0,,0,,A,3284,1
U3284Z2,"Jince,Rejkovice,žel.st.",49.808708,13.969110,"6",,0,,0,,B,3284,2
U3285Z1,"Jince,Žel.st.",49.781818,13.985622,"6",,0,,0,,A,3285,1
U3285Z2,"Jince,Žel.st.",49.781712,13.985666,"6",,0,,0,,B,3285,2
U3287Z1,"Příbram,aut.nádr.",49.690250,14.002926,"7",,0,,0,,1,3287,1
U3287Z2,"Příbram,aut.nádr.",49.690197,14.002969,"7",,0,,0,,2,3287,2
U3287Z5,"Příbram,aut.nádr.",49.689941,14.003196,"7",,0,,0,,5,3287,5
U3287Z6,"Příbram,aut.nádr.",49.689850,14.003281,"7",,0,,0,,6,3287,6
U3287Z7,"Příbram,aut.nádr.",49.689762,14.003407,"7",,0,,0,,7,3287,7
U3287Z11,"Příbram,aut.nádr.",49.689411,14.003609,"7",,0,,0,,11,3287,11
U3287Z12,"Příbram,aut.nádr.",49.690170,14.003857,"7",,0,,0,,12,3287,12
U3287Z13,"Příbram,Dolejší Obora",49.691162,14.003254,"7",,0,,0,,13,3287,13
U3292Z1,"Jesenice,Zdiměřice,Canadian School",49.974915,14.536044,"1",,0,,0,,A,3292,1
U3292Z2,"Jesenice,Zdiměřice,Canadian School",49.975014,14.536224,"1",,0,,0,,B,3292,2
U3294Z1,"Kunice,U Hřbitova",49.935146,14.678084,"2",,0,,0,,A,3294,1
U3294Z2,"Kunice,U Hřbitova",49.935253,14.678223,"2",,0,,0,,B,3294,2
U3295Z1,"Březí,V Jezírku",50.014103,14.695290,"1",,0,,0,,A,3295,1
U3296Z1P,"Poliklinika Lípa",50.051266,14.346223,"P",,0,,0,,A,3296,1
U3296Z2P,"Poliklinika Lípa",50.051205,14.347020,"P",,0,,0,,B,3296,2
U3297Z1,"Lhota,Na Skalce",50.087315,14.012215,"4",,0,,0,,A,3297,1
U3297Z2,"Lhota,Na Skalce",50.087238,14.012110,"4",,0,,0,,B,3297,2
U3298Z1P,"Za Mototechnou",50.059013,14.328156,"P",,0,,0,,A,3298,1
U3298Z2P,"Za Mototechnou",50.058910,14.328053,"P",,0,,0,,B,3298,2
U3299Z1P,"Ordovická",50.060040,14.332113,"P",,0,,0,,A,3299,1
U3299Z2P,"Ordovická",50.060040,14.332113,"P",,0,,0,,B,3299,2
U3300Z1P,"Filadelfie",50.048618,14.453196,"P",,0,,0,,A,3300,1
U3301Z1,"Mníšek p.Brdy,Hladový Vrch",49.864933,14.274874,"3",,0,,0,,A,3301,1
U3301Z2,"Mníšek p.Brdy,Hladový Vrch",49.865356,14.274895,"3",,0,,0,,B,3301,2
U3302Z1,"Kamenný Přívoz,Hostěradice",49.861603,14.491720,"4",,0,,0,,A,3302,1
U3303Z1,"Neveklov",49.753036,14.533834,"6",,0,,0,,A,3303,1
U3303Z2,"Neveklov",49.752899,14.533821,"6",,0,,0,,B,3303,2
U3304Z1,"Netvořice,Všetice",49.789272,14.513391,"5",,0,,0,,A,3304,1
U3304Z2,"Netvořice,Všetice",49.789013,14.513325,"5",,0,,0,,B,3304,2
U3305Z1,"Lešany",49.845032,14.524066,"4,5",,0,,2,,A,3305,1
U3305Z2,"Lešany",49.844952,14.523858,"4,5",,0,,2,,B,3305,2
U3306Z1,"Neratovice,Školní",50.254848,14.518139,"2",,0,,0,,A,3306,1
U3306Z2,"Neratovice,Školní",50.254524,14.517328,"2",,0,,0,,B,3306,2
U3307Z1,"Neratovice,Bří Čapků",50.256016,14.515471,"2",,0,,0,,A,3307,1
U3307Z2,"Neratovice,Bří Čapků",50.256062,14.515613,"2",,0,,0,,B,3307,2
U3308Z1,"Neratovice,Byškovická",50.255630,14.496879,"2",,0,,0,,A,3308,1
U3308Z2,"Neratovice,Byškovická",50.255608,14.496489,"2",,0,,0,,B,3308,2
U3309Z1,"Neratovice,Byškovice,Družstevní",50.255119,14.494628,"2",,0,,0,,A,3309,1
U3309Z2,"Neratovice,Byškovice,Družstevní",50.255039,14.494739,"2",,0,,0,,B,3309,2
U3310Z1,"Neratovice,Dům kultury",50.258720,14.515129,"2",,0,,0,,A,3310,1
U3310Z2,"Neratovice,Dům kultury",50.259087,14.514090,"2",,0,,0,,B,3310,2
U3310Z401,"Neratovice,Dům kultury",50.258720,14.515129,"2",,0,,0,,A,3310,401
U3311Z1,"Libiš,U Slávisty",50.268200,14.507129,"2",,0,,0,,A,3311,1
U3311Z2,"Libiš,U Slávisty",50.269108,14.506479,"2",,0,,0,,B,3311,2
U3312Z1,"Mělník,kamenný šraňk",50.380398,14.465078,"4",,0,,0,,A,3312,1
U3312Z2,"Mělník,kamenný šraňk",50.379627,14.465269,"4",,0,,0,,B,3312,2
U3313Z1,"Mělník,Českolipská",50.385899,14.463169,"4",,0,,0,,A,3313,1
U3313Z2,"Mělník,Českolipská",50.385670,14.463129,"4",,0,,0,,B,3313,2
U3314Z1,"Mělník,Vehlovice",50.392300,14.463010,"4",,0,,0,,A,3314,1
U3314Z2,"Mělník,Vehlovice",50.392120,14.462950,"4",,0,,0,,B,3314,2
U3315Z1,"Liběchov,Malý Liběchov",50.403179,14.450109,"5",,0,,0,,A,3315,1
U3315Z2,"Liběchov,Malý Liběchov",50.403049,14.450089,"5",,0,,0,,B,3315,2
U3316Z1,"Liběchov",50.408390,14.446819,"5",,0,,0,,A,3316,1
U3316Z2,"Liběchov",50.408089,14.446679,"5",,0,,0,,B,3316,2
U3316Z3,"Liběchov",50.407856,14.447176,"5",,0,,0,,C,3316,3
U3316Z4,"Liběchov",50.407974,14.447229,"5",,0,,0,,D,3316,4
U3317Z1,"Liběchov,Žel.st.",50.412529,14.440419,"5",,0,,0,,A,3317,1
U3317Z2,"Liběchov,Žel.st.",50.412449,14.440379,"5",,0,,0,,B,3317,2
U3318Z1,"Liběchov,Ješovice",50.431747,14.425520,"5",,0,,0,,A,3318,1
U3318Z2,"Liběchov,Ješovice",50.431808,14.425380,"5",,0,,0,,B,3318,2
U3319Z1,"Liběchov,Ješovice,U Lípy",50.432350,14.431689,"5",,0,,0,,A,3319,1
U3320Z1,"Liběchov,Ješovice,Rozc.",50.428898,14.414989,"5",,0,,0,,A,3320,1
U3320Z2,"Liběchov,Ješovice,Rozc.",50.428707,14.415100,"5",,0,,0,,B,3320,2
U3321Z1,"Štětí,Počeplice",50.431660,14.395150,"6",,0,,0,,A,3321,1
U3321Z2,"Štětí,Počeplice",50.431488,14.395350,"6",,0,,0,,B,3321,2
U3322Z1,"Štětí,sídliště",50.449707,14.379650,"6",,0,,0,,A,3322,1
U3322Z2,"Štětí,sídliště",50.449760,14.379470,"6",,0,,0,,B,3322,2
U3323Z1,"Štětí,hotelový dům",50.456169,14.382669,"6",,0,,0,,A,3323,1
U3323Z2,"Štětí,hotelový dům",50.456020,14.382720,"6",,0,,0,,B,3323,2
U3324Z3,"Štětí,Cihelná",50.455696,14.370598,"6",,0,,0,,A,3324,3
U3324Z4,"Štětí,Cihelná",50.455627,14.370894,"6",,0,,0,,B,3324,4
U3325Z1,"Velký Borek",50.344997,14.515619,"4",,0,,0,,A,3325,1
U3325Z2,"Velký Borek",50.345020,14.515719,"4",,0,,0,,B,3325,2
U3326Z1,"Velký Borek,Skuhrov",50.340298,14.511869,"4",,0,,0,,B,3326,1
U3326Z2,"Velký Borek,Skuhrov",50.340401,14.511669,"4",,0,,0,,A,3326,2
U3326Z3,"Velký Borek,Skuhrov",50.339100,14.512222,"4",,0,,0,,C,3326,3
U3326Z4,"Velký Borek,Skuhrov",50.339279,14.512320,"4",,0,,0,,D,3326,4
U3327Z1,"Mělník,Mladoboleslavská",50.340900,14.507219,"4",,0,,0,,A,3327,1
U3328Z1,"Mělník,Rousovice",50.343159,14.501009,"4",,0,,0,,A,3328,1
